MATERIAL,Product_Type,Product_SubType
MAT007409,Product_Type_1442,Product_SubType_1442-1
MAT007410,Product_Type_1216,Product_SubType_1216-1
MAT007411,Product_Type_492,Product_SubType_492-5
MAT007412,Product_Type_228,Product_SubType_228-1
MAT007413,Product_Type_1407,Product_SubType_1407-4
MAT007414,Product_Type_264,Product_SubType_264-3
MAT007415,Product_Type_616,Product_SubType_616-4
MAT007416,Product_Type_1387,Product_SubType_1387-1
MAT007417,Product_Type_1482,Product_SubType_1482-1
MAT007418,Product_Type_1165,Product_SubType_1165-5
MAT007419,Product_Type_355,Product_SubType_355-4
MAT007420,Product_Type_532,Product_SubType_532-2
MAT007421,Product_Type_1100,Product_SubType_1100-3
MAT007422,Product_Type_530,Product_SubType_530-3
MAT007423,Product_Type_716,Product_SubType_716-2
MAT007424,Product_Type_786,Product_SubType_786-3
MAT007425,Product_Type_249,Product_SubType_249-2
MAT007426,Product_Type_1132,Product_SubType_1132-4
MAT007427,Product_Type_267,Product_SubType_267-1
MAT007428,Product_Type_1423,Product_SubType_1423-5
MAT007429,Product_Type_231,Product_SubType_231-4
MAT007430,Product_Type_262,Product_SubType_262-1
MAT007431,Product_Type_809,Product_SubType_809-3
MAT007432,Product_Type_141,Product_SubType_141-2
MAT007433,Product_Type_1485,Product_SubType_1485-1
MAT007434,Product_Type_1,Product_SubType_1-2
MAT007435,Product_Type_571,Product_SubType_571-3
MAT007436,Product_Type_199,Product_SubType_199-3
MAT007437,Product_Type_1060,Product_SubType_1060-4
MAT007438,Product_Type_587,Product_SubType_587-4
MAT007439,Product_Type_1437,Product_SubType_1437-3
MAT007440,Product_Type_581,Product_SubType_581-3
MAT007441,Product_Type_439,Product_SubType_439-3
MAT007442,Product_Type_1100,Product_SubType_1100-2
MAT007443,Product_Type_1453,Product_SubType_1453-3
MAT007444,Product_Type_1384,Product_SubType_1384-1
MAT007445,Product_Type_620,Product_SubType_620-3
MAT007446,Product_Type_1136,Product_SubType_1136-1
MAT007447,Product_Type_1048,Product_SubType_1048-1
MAT007448,Product_Type_709,Product_SubType_709-2
MAT007449,Product_Type_202,Product_SubType_202-4
MAT007450,Product_Type_486,Product_SubType_486-2
MAT007451,Product_Type_606,Product_SubType_606-1
MAT007452,Product_Type_479,Product_SubType_479-4
MAT007453,Product_Type_237,Product_SubType_237-2
MAT007454,Product_Type_136,Product_SubType_136-3
MAT007455,Product_Type_671,Product_SubType_671-2
MAT007456,Product_Type_1454,Product_SubType_1454-1
MAT007457,Product_Type_858,Product_SubType_858-2
MAT007458,Product_Type_612,Product_SubType_612-2
MAT007459,Product_Type_673,Product_SubType_673-1
MAT007460,Product_Type_1249,Product_SubType_1249-4
MAT007461,Product_Type_273,Product_SubType_273-3
MAT007462,Product_Type_106,Product_SubType_106-1
MAT007463,Product_Type_362,Product_SubType_362-2
MAT007464,Product_Type_325,Product_SubType_325-2
MAT007465,Product_Type_774,Product_SubType_774-3
MAT007466,Product_Type_1237,Product_SubType_1237-1
MAT007467,Product_Type_328,Product_SubType_328-1
MAT007468,Product_Type_821,Product_SubType_821-1
MAT007469,Product_Type_44,Product_SubType_44-4
MAT007470,Product_Type_417,Product_SubType_417-3
MAT007471,Product_Type_248,Product_SubType_248-6
MAT007472,Product_Type_1415,Product_SubType_1415-2
MAT007473,Product_Type_491,Product_SubType_491-1
MAT007474,Product_Type_104,Product_SubType_104-3
MAT007475,Product_Type_753,Product_SubType_753-2
MAT007476,Product_Type_136,Product_SubType_136-2
MAT007477,Product_Type_11,Product_SubType_11-2
MAT007478,Product_Type_247,Product_SubType_247-2
MAT007479,Product_Type_757,Product_SubType_757-3
MAT007480,Product_Type_498,Product_SubType_498-2
MAT007481,Product_Type_164,Product_SubType_164-1
MAT007482,Product_Type_1421,Product_SubType_1421-4
MAT007483,Product_Type_590,Product_SubType_590-6
MAT007484,Product_Type_1137,Product_SubType_1137-2
MAT007485,Product_Type_427,Product_SubType_427-2
MAT007486,Product_Type_1150,Product_SubType_1150-2
MAT007487,Product_Type_767,Product_SubType_767-5
MAT007488,Product_Type_707,Product_SubType_707-2
MAT007489,Product_Type_921,Product_SubType_921-4
MAT007490,Product_Type_243,Product_SubType_243-2
MAT007491,Product_Type_285,Product_SubType_285-2
MAT007492,Product_Type_114,Product_SubType_114-2
MAT007493,Product_Type_581,Product_SubType_581-1
MAT007494,Product_Type_616,Product_SubType_616-1
MAT007495,Product_Type_1279,Product_SubType_1279-1
MAT007496,Product_Type_528,Product_SubType_528-6
MAT007497,Product_Type_1384,Product_SubType_1384-2
MAT007498,Product_Type_536,Product_SubType_536-2
MAT007499,Product_Type_1385,Product_SubType_1385-3
MAT007500,Product_Type_1216,Product_SubType_1216-2
MAT007501,Product_Type_674,Product_SubType_674-2
MAT007502,Product_Type_1069,Product_SubType_1069-2
MAT007503,Product_Type_883,Product_SubType_883-5
MAT007504,Product_Type_102,Product_SubType_102-3
MAT007505,Product_Type_921,Product_SubType_921-4
MAT007506,Product_Type_1414,Product_SubType_1414-1
MAT007507,Product_Type_283,Product_SubType_283-8
MAT007508,Product_Type_156,Product_SubType_156-1
MAT007509,Product_Type_581,Product_SubType_581-3
MAT007510,Product_Type_917,Product_SubType_917-4
MAT007511,Product_Type_716,Product_SubType_716-1
MAT007512,Product_Type_978,Product_SubType_978-2
MAT007513,Product_Type_275,Product_SubType_275-2
MAT007514,Product_Type_1129,Product_SubType_1129-3
MAT007515,Product_Type_30,Product_SubType_30-2
MAT007516,Product_Type_590,Product_SubType_590-3
MAT007517,Product_Type_507,Product_SubType_507-1
MAT007518,Product_Type_1480,Product_SubType_1480-5
MAT007519,Product_Type_1423,Product_SubType_1423-2
MAT007520,Product_Type_551,Product_SubType_551-5
MAT007521,Product_Type_1143,Product_SubType_1143-1
MAT007522,Product_Type_646,Product_SubType_646-5
MAT007523,Product_Type_477,Product_SubType_477-1
MAT007524,Product_Type_1187,Product_SubType_1187-1
MAT007525,Product_Type_700,Product_SubType_700-3
MAT007526,Product_Type_245,Product_SubType_245-1
MAT007527,Product_Type_1352,Product_SubType_1352-1
MAT007528,Product_Type_1039,Product_SubType_1039-5
MAT007529,Product_Type_95,Product_SubType_95-3
MAT007530,Product_Type_840,Product_SubType_840-2
MAT007531,Product_Type_145,Product_SubType_145-4
MAT007532,Product_Type_1091,Product_SubType_1091-1
MAT007533,Product_Type_1438,Product_SubType_1438-2
MAT007534,Product_Type_517,Product_SubType_517-2
MAT007535,Product_Type_393,Product_SubType_393-4
MAT007536,Product_Type_531,Product_SubType_531-4
MAT007537,Product_Type_818,Product_SubType_818-3
MAT007538,Product_Type_1208,Product_SubType_1208-2
MAT007539,Product_Type_1388,Product_SubType_1388-3
MAT007540,Product_Type_581,Product_SubType_581-2
MAT007541,Product_Type_1084,Product_SubType_1084-3
MAT007542,Product_Type_388,Product_SubType_388-2
MAT007543,Product_Type_74,Product_SubType_74-4
MAT007544,Product_Type_1480,Product_SubType_1480-3
MAT007545,Product_Type_1335,Product_SubType_1335-3
MAT007546,Product_Type_524,Product_SubType_524-4
MAT007547,Product_Type_551,Product_SubType_551-1
MAT007548,Product_Type_1322,Product_SubType_1322-1
MAT007549,Product_Type_375,Product_SubType_375-1
MAT007550,Product_Type_1278,Product_SubType_1278-2
MAT007551,Product_Type_738,Product_SubType_738-1
MAT007552,Product_Type_462,Product_SubType_462-1
MAT007553,Product_Type_1498,Product_SubType_1498-3
MAT007554,Product_Type_1423,Product_SubType_1423-4
MAT007555,Product_Type_517,Product_SubType_517-3
MAT007556,Product_Type_1423,Product_SubType_1423-4
MAT007557,Product_Type_525,Product_SubType_525-3
MAT007558,Product_Type_881,Product_SubType_881-8
MAT007559,Product_Type_941,Product_SubType_941-3
MAT007560,Product_Type_726,Product_SubType_726-3
MAT007561,Product_Type_649,Product_SubType_649-1
MAT007562,Product_Type_889,Product_SubType_889-1
MAT007563,Product_Type_1494,Product_SubType_1494-1
MAT007564,Product_Type_1299,Product_SubType_1299-1
MAT007565,Product_Type_563,Product_SubType_563-5
MAT007566,Product_Type_636,Product_SubType_636-1
MAT007567,Product_Type_1374,Product_SubType_1374-4
MAT007568,Product_Type_1247,Product_SubType_1247-5
MAT007569,Product_Type_1458,Product_SubType_1458-4
MAT007570,Product_Type_948,Product_SubType_948-2
MAT007571,Product_Type_111,Product_SubType_111-4
MAT007572,Product_Type_991,Product_SubType_991-4
MAT007573,Product_Type_1346,Product_SubType_1346-1
MAT007574,Product_Type_1137,Product_SubType_1137-5
MAT007575,Product_Type_934,Product_SubType_934-3
MAT007576,Product_Type_277,Product_SubType_277-5
MAT007577,Product_Type_829,Product_SubType_829-4
MAT007578,Product_Type_231,Product_SubType_231-3
MAT007579,Product_Type_767,Product_SubType_767-5
MAT007580,Product_Type_1068,Product_SubType_1068-1
MAT007581,Product_Type_84,Product_SubType_84-3
MAT007582,Product_Type_1186,Product_SubType_1186-3
MAT007583,Product_Type_685,Product_SubType_685-1
MAT007584,Product_Type_1335,Product_SubType_1335-1
MAT007585,Product_Type_345,Product_SubType_345-1
MAT007586,Product_Type_527,Product_SubType_527-2
MAT007587,Product_Type_585,Product_SubType_585-3
MAT007588,Product_Type_500,Product_SubType_500-4
MAT007589,Product_Type_702,Product_SubType_702-2
MAT007590,Product_Type_920,Product_SubType_920-4
MAT007591,Product_Type_751,Product_SubType_751-1
MAT007592,Product_Type_1266,Product_SubType_1266-6
MAT007593,Product_Type_719,Product_SubType_719-1
MAT007594,Product_Type_650,Product_SubType_650-1
MAT007595,Product_Type_1443,Product_SubType_1443-1
MAT007596,Product_Type_1151,Product_SubType_1151-3
MAT007597,Product_Type_11,Product_SubType_11-4
MAT007598,Product_Type_1176,Product_SubType_1176-3
MAT007599,Product_Type_1413,Product_SubType_1413-3
MAT007600,Product_Type_659,Product_SubType_659-3
MAT007601,Product_Type_738,Product_SubType_738-2
MAT007602,Product_Type_1405,Product_SubType_1405-1
MAT007603,Product_Type_675,Product_SubType_675-1
MAT007604,Product_Type_1369,Product_SubType_1369-3
MAT007605,Product_Type_716,Product_SubType_716-1
MAT007606,Product_Type_1444,Product_SubType_1444-4
MAT007607,Product_Type_904,Product_SubType_904-2
MAT007608,Product_Type_204,Product_SubType_204-5
MAT007609,Product_Type_777,Product_SubType_777-3
MAT007610,Product_Type_647,Product_SubType_647-2
MAT007611,Product_Type_1273,Product_SubType_1273-4
MAT007612,Product_Type_590,Product_SubType_590-7
MAT007613,Product_Type_370,Product_SubType_370-2
MAT007614,Product_Type_98,Product_SubType_98-5
MAT007615,Product_Type_1255,Product_SubType_1255-1
MAT007616,Product_Type_1137,Product_SubType_1137-8
MAT007617,Product_Type_73,Product_SubType_73-6
MAT007618,Product_Type_567,Product_SubType_567-7
MAT007619,Product_Type_1471,Product_SubType_1471-1
MAT007620,Product_Type_457,Product_SubType_457-2
MAT007621,Product_Type_91,Product_SubType_91-1
MAT007622,Product_Type_579,Product_SubType_579-2
MAT007623,Product_Type_134,Product_SubType_134-2
MAT007624,Product_Type_978,Product_SubType_978-4
MAT007625,Product_Type_656,Product_SubType_656-2
MAT007626,Product_Type_402,Product_SubType_402-1
MAT007627,Product_Type_442,Product_SubType_442-1
MAT007628,Product_Type_511,Product_SubType_511-5
MAT007629,Product_Type_567,Product_SubType_567-4
MAT007630,Product_Type_663,Product_SubType_663-4
MAT007631,Product_Type_9,Product_SubType_9-3
MAT007632,Product_Type_947,Product_SubType_947-1
MAT007633,Product_Type_269,Product_SubType_269-2
MAT007634,Product_Type_1244,Product_SubType_1244-1
MAT007635,Product_Type_277,Product_SubType_277-3
MAT007636,Product_Type_251,Product_SubType_251-1
MAT007637,Product_Type_803,Product_SubType_803-3
MAT007638,Product_Type_730,Product_SubType_730-3
MAT007639,Product_Type_829,Product_SubType_829-2
MAT007640,Product_Type_1180,Product_SubType_1180-4
MAT007641,Product_Type_1238,Product_SubType_1238-4
MAT007642,Product_Type_1077,Product_SubType_1077-4
MAT007643,Product_Type_472,Product_SubType_472-3
MAT007644,Product_Type_128,Product_SubType_128-1
MAT007645,Product_Type_858,Product_SubType_858-1
MAT007646,Product_Type_8,Product_SubType_8-2
MAT007647,Product_Type_515,Product_SubType_515-1
MAT007648,Product_Type_1090,Product_SubType_1090-3
MAT007649,Product_Type_988,Product_SubType_988-4
MAT007650,Product_Type_358,Product_SubType_358-4
MAT007651,Product_Type_789,Product_SubType_789-2
MAT007652,Product_Type_1374,Product_SubType_1374-7
MAT007653,Product_Type_867,Product_SubType_867-1
MAT007654,Product_Type_990,Product_SubType_990-2
MAT007655,Product_Type_150,Product_SubType_150-1
MAT007656,Product_Type_1128,Product_SubType_1128-4
MAT007657,Product_Type_956,Product_SubType_956-3
MAT007658,Product_Type_1220,Product_SubType_1220-1
MAT007659,Product_Type_1418,Product_SubType_1418-3
MAT007660,Product_Type_1415,Product_SubType_1415-1
MAT007661,Product_Type_590,Product_SubType_590-4
MAT007662,Product_Type_735,Product_SubType_735-4
MAT007663,Product_Type_1442,Product_SubType_1442-4
MAT007664,Product_Type_1117,Product_SubType_1117-3
MAT007665,Product_Type_31,Product_SubType_31-1
MAT007666,Product_Type_783,Product_SubType_783-1
MAT007667,Product_Type_268,Product_SubType_268-3
MAT007668,Product_Type_517,Product_SubType_517-3
MAT007669,Product_Type_371,Product_SubType_371-3
MAT007670,Product_Type_844,Product_SubType_844-3
MAT007671,Product_Type_1186,Product_SubType_1186-2
MAT007672,Product_Type_503,Product_SubType_503-2
MAT007673,Product_Type_507,Product_SubType_507-1
MAT007674,Product_Type_250,Product_SubType_250-3
MAT007675,Product_Type_442,Product_SubType_442-2
MAT007676,Product_Type_1078,Product_SubType_1078-4
MAT007677,Product_Type_871,Product_SubType_871-1
MAT007678,Product_Type_1382,Product_SubType_1382-6
MAT007679,Product_Type_607,Product_SubType_607-1
MAT007680,Product_Type_957,Product_SubType_957-1
MAT007681,Product_Type_1286,Product_SubType_1286-2
MAT007682,Product_Type_627,Product_SubType_627-3
MAT007683,Product_Type_57,Product_SubType_57-2
MAT007684,Product_Type_1308,Product_SubType_1308-2
MAT007685,Product_Type_1132,Product_SubType_1132-4
MAT007686,Product_Type_644,Product_SubType_644-1
MAT007687,Product_Type_443,Product_SubType_443-1
MAT007688,Product_Type_1096,Product_SubType_1096-4
MAT007689,Product_Type_951,Product_SubType_951-2
MAT007690,Product_Type_755,Product_SubType_755-1
MAT007691,Product_Type_901,Product_SubType_901-2
MAT007692,Product_Type_408,Product_SubType_408-3
MAT007693,Product_Type_324,Product_SubType_324-3
MAT007694,Product_Type_416,Product_SubType_416-5
MAT007695,Product_Type_1084,Product_SubType_1084-4
MAT007696,Product_Type_918,Product_SubType_918-3
MAT007697,Product_Type_844,Product_SubType_844-2
MAT007698,Product_Type_720,Product_SubType_720-1
MAT007699,Product_Type_388,Product_SubType_388-1
MAT007700,Product_Type_1192,Product_SubType_1192-4
MAT007701,Product_Type_1121,Product_SubType_1121-3
MAT007702,Product_Type_968,Product_SubType_968-5
MAT007703,Product_Type_258,Product_SubType_258-4
MAT007704,Product_Type_5,Product_SubType_5-3
MAT007705,Product_Type_1024,Product_SubType_1024-1
MAT007706,Product_Type_248,Product_SubType_248-1
MAT007707,Product_Type_14,Product_SubType_14-3
MAT007708,Product_Type_1427,Product_SubType_1427-2
MAT007709,Product_Type_719,Product_SubType_719-7
MAT007710,Product_Type_1443,Product_SubType_1443-1
MAT007711,Product_Type_776,Product_SubType_776-7
MAT007712,Product_Type_65,Product_SubType_65-1
MAT007713,Product_Type_799,Product_SubType_799-5
MAT007714,Product_Type_640,Product_SubType_640-4
MAT007715,Product_Type_1430,Product_SubType_1430-3
MAT007716,Product_Type_9,Product_SubType_9-2
MAT007717,Product_Type_513,Product_SubType_513-3
MAT007718,Product_Type_970,Product_SubType_970-2
MAT007719,Product_Type_1340,Product_SubType_1340-1
MAT007720,Product_Type_1061,Product_SubType_1061-5
MAT007721,Product_Type_640,Product_SubType_640-5
MAT007722,Product_Type_442,Product_SubType_442-1
MAT007723,Product_Type_101,Product_SubType_101-3
MAT007724,Product_Type_677,Product_SubType_677-7
MAT007725,Product_Type_646,Product_SubType_646-3
MAT007726,Product_Type_349,Product_SubType_349-4
MAT007727,Product_Type_665,Product_SubType_665-1
MAT007728,Product_Type_1078,Product_SubType_1078-2
MAT007729,Product_Type_1083,Product_SubType_1083-2
MAT007730,Product_Type_538,Product_SubType_538-3
MAT007731,Product_Type_326,Product_SubType_326-2
MAT007732,Product_Type_117,Product_SubType_117-4
MAT007733,Product_Type_1181,Product_SubType_1181-1
MAT007734,Product_Type_963,Product_SubType_963-3
MAT007735,Product_Type_73,Product_SubType_73-2
MAT007736,Product_Type_370,Product_SubType_370-2
MAT007737,Product_Type_714,Product_SubType_714-1
MAT007738,Product_Type_1281,Product_SubType_1281-2
MAT007739,Product_Type_224,Product_SubType_224-1
MAT007740,Product_Type_563,Product_SubType_563-4
MAT007741,Product_Type_15,Product_SubType_15-4
MAT007742,Product_Type_203,Product_SubType_203-4
MAT007743,Product_Type_1468,Product_SubType_1468-3
MAT007744,Product_Type_262,Product_SubType_262-1
MAT007745,Product_Type_176,Product_SubType_176-2
MAT007746,Product_Type_619,Product_SubType_619-7
MAT007747,Product_Type_1048,Product_SubType_1048-3
MAT007748,Product_Type_990,Product_SubType_990-3
MAT007749,Product_Type_1071,Product_SubType_1071-2
MAT007750,Product_Type_572,Product_SubType_572-4
MAT007751,Product_Type_1031,Product_SubType_1031-1
MAT007752,Product_Type_497,Product_SubType_497-6
MAT007753,Product_Type_77,Product_SubType_77-1
MAT007754,Product_Type_589,Product_SubType_589-3
MAT007755,Product_Type_1381,Product_SubType_1381-1
MAT007756,Product_Type_296,Product_SubType_296-3
MAT007757,Product_Type_122,Product_SubType_122-7
MAT007758,Product_Type_799,Product_SubType_799-4
MAT007759,Product_Type_890,Product_SubType_890-2
MAT007760,Product_Type_196,Product_SubType_196-1
MAT007761,Product_Type_701,Product_SubType_701-4
MAT007762,Product_Type_232,Product_SubType_232-1
MAT007763,Product_Type_1275,Product_SubType_1275-1
MAT007764,Product_Type_80,Product_SubType_80-2
MAT007765,Product_Type_1445,Product_SubType_1445-3
MAT007766,Product_Type_424,Product_SubType_424-3
MAT007767,Product_Type_950,Product_SubType_950-3
MAT007768,Product_Type_1222,Product_SubType_1222-2
MAT007769,Product_Type_248,Product_SubType_248-3
MAT007770,Product_Type_98,Product_SubType_98-3
MAT007771,Product_Type_213,Product_SubType_213-1
MAT007772,Product_Type_561,Product_SubType_561-1
MAT007773,Product_Type_1443,Product_SubType_1443-2
MAT007774,Product_Type_1224,Product_SubType_1224-6
MAT007775,Product_Type_123,Product_SubType_123-1
MAT007776,Product_Type_1380,Product_SubType_1380-1
MAT007777,Product_Type_1027,Product_SubType_1027-2
MAT007778,Product_Type_1218,Product_SubType_1218-1
MAT007779,Product_Type_172,Product_SubType_172-5
MAT007780,Product_Type_447,Product_SubType_447-4
MAT007781,Product_Type_786,Product_SubType_786-1
MAT007782,Product_Type_279,Product_SubType_279-4
MAT007783,Product_Type_186,Product_SubType_186-1
MAT007784,Product_Type_865,Product_SubType_865-6
MAT007785,Product_Type_199,Product_SubType_199-3
MAT007786,Product_Type_1312,Product_SubType_1312-4
MAT007787,Product_Type_1037,Product_SubType_1037-4
MAT007788,Product_Type_215,Product_SubType_215-1
MAT007789,Product_Type_1127,Product_SubType_1127-2
MAT007790,Product_Type_1421,Product_SubType_1421-5
MAT007791,Product_Type_1335,Product_SubType_1335-2
MAT007792,Product_Type_239,Product_SubType_239-3
MAT007793,Product_Type_441,Product_SubType_441-4
MAT007794,Product_Type_1498,Product_SubType_1498-3
MAT007795,Product_Type_525,Product_SubType_525-1
MAT007796,Product_Type_893,Product_SubType_893-2
MAT007797,Product_Type_376,Product_SubType_376-4
MAT007798,Product_Type_408,Product_SubType_408-8
MAT007799,Product_Type_907,Product_SubType_907-4
MAT007800,Product_Type_412,Product_SubType_412-1
MAT007801,Product_Type_337,Product_SubType_337-2
MAT007802,Product_Type_406,Product_SubType_406-1
MAT007803,Product_Type_673,Product_SubType_673-2
MAT007804,Product_Type_333,Product_SubType_333-6
MAT007805,Product_Type_762,Product_SubType_762-2
MAT007806,Product_Type_921,Product_SubType_921-1
MAT007807,Product_Type_906,Product_SubType_906-3
MAT007808,Product_Type_632,Product_SubType_632-6
MAT007809,Product_Type_151,Product_SubType_151-6
MAT007810,Product_Type_345,Product_SubType_345-1
MAT007811,Product_Type_205,Product_SubType_205-3
MAT007812,Product_Type_977,Product_SubType_977-2
MAT007813,Product_Type_562,Product_SubType_562-2
MAT007814,Product_Type_596,Product_SubType_596-2
MAT007815,Product_Type_360,Product_SubType_360-2
MAT007816,Product_Type_683,Product_SubType_683-2
MAT007817,Product_Type_769,Product_SubType_769-1
MAT007818,Product_Type_280,Product_SubType_280-2
MAT007819,Product_Type_1318,Product_SubType_1318-2
MAT007820,Product_Type_1288,Product_SubType_1288-1
MAT007821,Product_Type_288,Product_SubType_288-2
MAT007822,Product_Type_672,Product_SubType_672-3
MAT007823,Product_Type_596,Product_SubType_596-3
MAT007824,Product_Type_766,Product_SubType_766-4
MAT007825,Product_Type_685,Product_SubType_685-2
MAT007826,Product_Type_8,Product_SubType_8-3
MAT007827,Product_Type_1102,Product_SubType_1102-3
MAT007828,Product_Type_309,Product_SubType_309-1
MAT007829,Product_Type_1220,Product_SubType_1220-4
MAT007830,Product_Type_1123,Product_SubType_1123-1
MAT007831,Product_Type_519,Product_SubType_519-3
MAT007832,Product_Type_943,Product_SubType_943-4
MAT007833,Product_Type_988,Product_SubType_988-4
MAT007834,Product_Type_963,Product_SubType_963-4
MAT007835,Product_Type_1400,Product_SubType_1400-4
MAT007836,Product_Type_314,Product_SubType_314-3
MAT007837,Product_Type_129,Product_SubType_129-2
MAT007838,Product_Type_1240,Product_SubType_1240-1
MAT007839,Product_Type_197,Product_SubType_197-4
MAT007840,Product_Type_1060,Product_SubType_1060-5
MAT007841,Product_Type_180,Product_SubType_180-3
MAT007842,Product_Type_963,Product_SubType_963-1
MAT007843,Product_Type_478,Product_SubType_478-3
MAT007844,Product_Type_791,Product_SubType_791-3
MAT007845,Product_Type_668,Product_SubType_668-3
MAT007846,Product_Type_1157,Product_SubType_1157-2
MAT007847,Product_Type_376,Product_SubType_376-4
MAT007848,Product_Type_1305,Product_SubType_1305-1
MAT007849,Product_Type_708,Product_SubType_708-2
MAT007850,Product_Type_1232,Product_SubType_1232-3
MAT007851,Product_Type_1043,Product_SubType_1043-3
MAT007852,Product_Type_753,Product_SubType_753-1
MAT007853,Product_Type_635,Product_SubType_635-1
MAT007854,Product_Type_159,Product_SubType_159-1
MAT007855,Product_Type_184,Product_SubType_184-2
MAT007856,Product_Type_524,Product_SubType_524-4
MAT007857,Product_Type_1314,Product_SubType_1314-1
MAT007858,Product_Type_259,Product_SubType_259-2
MAT007859,Product_Type_726,Product_SubType_726-1
MAT007860,Product_Type_1374,Product_SubType_1374-8
MAT007861,Product_Type_655,Product_SubType_655-5
MAT007862,Product_Type_658,Product_SubType_658-1
MAT007863,Product_Type_1328,Product_SubType_1328-1
MAT007864,Product_Type_527,Product_SubType_527-1
MAT007865,Product_Type_995,Product_SubType_995-1
MAT007866,Product_Type_1289,Product_SubType_1289-4
MAT007867,Product_Type_1375,Product_SubType_1375-3
MAT007868,Product_Type_214,Product_SubType_214-1
MAT007869,Product_Type_724,Product_SubType_724-1
MAT007870,Product_Type_700,Product_SubType_700-3
MAT007871,Product_Type_578,Product_SubType_578-1
MAT007872,Product_Type_1330,Product_SubType_1330-2
MAT007873,Product_Type_1347,Product_SubType_1347-1
MAT007874,Product_Type_379,Product_SubType_379-1
MAT007875,Product_Type_907,Product_SubType_907-1
MAT007876,Product_Type_1121,Product_SubType_1121-6
MAT007877,Product_Type_550,Product_SubType_550-4
MAT007878,Product_Type_311,Product_SubType_311-1
MAT007879,Product_Type_17,Product_SubType_17-1
MAT007880,Product_Type_1353,Product_SubType_1353-3
MAT007881,Product_Type_1249,Product_SubType_1249-4
MAT007882,Product_Type_1133,Product_SubType_1133-6
MAT007883,Product_Type_1499,Product_SubType_1499-1
MAT007884,Product_Type_527,Product_SubType_527-2
MAT007885,Product_Type_332,Product_SubType_332-3
MAT007886,Product_Type_1482,Product_SubType_1482-1
MAT007887,Product_Type_602,Product_SubType_602-2
MAT007888,Product_Type_4,Product_SubType_4-2
MAT007889,Product_Type_191,Product_SubType_191-1
MAT007890,Product_Type_965,Product_SubType_965-7
MAT007891,Product_Type_2,Product_SubType_2-3
MAT007892,Product_Type_417,Product_SubType_417-3
MAT007893,Product_Type_1316,Product_SubType_1316-1
MAT007894,Product_Type_449,Product_SubType_449-1
MAT007895,Product_Type_589,Product_SubType_589-2
MAT007896,Product_Type_306,Product_SubType_306-1
MAT007897,Product_Type_599,Product_SubType_599-4
MAT007898,Product_Type_1369,Product_SubType_1369-2
MAT007899,Product_Type_121,Product_SubType_121-1
MAT007900,Product_Type_746,Product_SubType_746-3
MAT007901,Product_Type_1218,Product_SubType_1218-1
MAT007902,Product_Type_1382,Product_SubType_1382-6
MAT007903,Product_Type_412,Product_SubType_412-2
MAT007904,Product_Type_1094,Product_SubType_1094-5
MAT007905,Product_Type_831,Product_SubType_831-1
MAT007906,Product_Type_77,Product_SubType_77-4
MAT007907,Product_Type_30,Product_SubType_30-5
MAT007908,Product_Type_1244,Product_SubType_1244-1
MAT007909,Product_Type_350,Product_SubType_350-1
MAT007910,Product_Type_788,Product_SubType_788-3
MAT007911,Product_Type_268,Product_SubType_268-4
MAT007912,Product_Type_290,Product_SubType_290-4
MAT007913,Product_Type_668,Product_SubType_668-6
MAT007914,Product_Type_1357,Product_SubType_1357-2
MAT007915,Product_Type_656,Product_SubType_656-4
MAT007916,Product_Type_430,Product_SubType_430-1
MAT007917,Product_Type_720,Product_SubType_720-1
MAT007918,Product_Type_758,Product_SubType_758-3
MAT007919,Product_Type_1407,Product_SubType_1407-3
MAT007920,Product_Type_333,Product_SubType_333-2
MAT007921,Product_Type_1012,Product_SubType_1012-2
MAT007922,Product_Type_1330,Product_SubType_1330-1
MAT007923,Product_Type_562,Product_SubType_562-5
MAT007924,Product_Type_896,Product_SubType_896-1
MAT007925,Product_Type_1119,Product_SubType_1119-3
MAT007926,Product_Type_1341,Product_SubType_1341-1
MAT007927,Product_Type_999,Product_SubType_999-4
MAT007928,Product_Type_1132,Product_SubType_1132-3
MAT007929,Product_Type_664,Product_SubType_664-4
MAT007930,Product_Type_1304,Product_SubType_1304-1
MAT007931,Product_Type_90,Product_SubType_90-1
MAT007932,Product_Type_1473,Product_SubType_1473-1
MAT007933,Product_Type_627,Product_SubType_627-4
MAT007934,Product_Type_1467,Product_SubType_1467-1
MAT007935,Product_Type_332,Product_SubType_332-5
MAT007936,Product_Type_292,Product_SubType_292-2
MAT007937,Product_Type_112,Product_SubType_112-4
MAT007938,Product_Type_528,Product_SubType_528-6
MAT007939,Product_Type_87,Product_SubType_87-2
MAT007940,Product_Type_409,Product_SubType_409-2
MAT007941,Product_Type_1246,Product_SubType_1246-3
MAT007942,Product_Type_1225,Product_SubType_1225-1
MAT007943,Product_Type_391,Product_SubType_391-1
MAT007944,Product_Type_500,Product_SubType_500-1
MAT007945,Product_Type_918,Product_SubType_918-2
MAT007946,Product_Type_1413,Product_SubType_1413-1
MAT007947,Product_Type_227,Product_SubType_227-2
MAT007948,Product_Type_665,Product_SubType_665-1
MAT007949,Product_Type_172,Product_SubType_172-8
MAT007950,Product_Type_1315,Product_SubType_1315-1
MAT007951,Product_Type_1400,Product_SubType_1400-1
MAT007952,Product_Type_1480,Product_SubType_1480-2
MAT007953,Product_Type_985,Product_SubType_985-3
