material,material_type
MAT008196,Material_Type_1
MAT008197,Material_Type_1
MAT008198,Material_Type_2
MAT008199,Material_Type_2
MAT008200,Material_Type_2
MAT008201,Material_Type_2
MAT008202,Material_Type_1
MAT008203,Material_Type_1
MAT008204,Material_Type_1
MAT008205,Material_Type_2
MAT008206,Material_Type_2
MAT008207,Material_Type_1
MAT008208,Material_Type_1
MAT008209,Material_Type_1
MAT008210,Material_Type_2
MAT008211,Material_Type_1
MAT008212,Material_Type_2
MAT008213,Material_Type_2
MAT008214,Material_Type_1
MAT008215,Material_Type_2
MAT008216,Material_Type_1
MAT008217,Material_Type_2
MAT008218,Material_Type_1
MAT008219,Material_Type_2
MAT008220,Material_Type_1
MAT008221,Material_Type_1
MAT008222,Material_Type_1
MAT008223,Material_Type_2
MAT008224,Material_Type_1
MAT008225,Material_Type_1
MAT008226,Material_Type_2
MAT008227,Material_Type_1
MAT008228,Material_Type_1
MAT008229,Material_Type_1
MAT008230,Material_Type_1
MAT008231,Material_Type_2
MAT008232,Material_Type_2
MAT008233,Material_Type_2
MAT008234,Material_Type_2
MAT008235,Material_Type_2
MAT008236,Material_Type_1
MAT008237,Material_Type_2
MAT008238,Material_Type_2
MAT008239,Material_Type_1
MAT008240,Material_Type_2
MAT008241,Material_Type_1
MAT008242,Material_Type_1
MAT008243,Material_Type_2
MAT008244,Material_Type_2
MAT008245,Material_Type_2
MAT008246,Material_Type_1
MAT008247,Material_Type_1
MAT008248,Material_Type_1
MAT008249,Material_Type_1
MAT008250,Material_Type_2
MAT008251,Material_Type_1
MAT008252,Material_Type_1
MAT008253,Material_Type_1
MAT008254,Material_Type_1
MAT008255,Material_Type_1
MAT008256,Material_Type_2
MAT008257,Material_Type_1
MAT008258,Material_Type_2
MAT008259,Material_Type_1
MAT008260,Material_Type_1
MAT008261,Material_Type_1
MAT008262,Material_Type_1
MAT008263,Material_Type_1
MAT008264,Material_Type_1
MAT008265,Material_Type_2
MAT008266,Material_Type_1
MAT008267,Material_Type_1
MAT008268,Material_Type_1
MAT008269,Material_Type_2
MAT008270,Material_Type_2
MAT008271,Material_Type_2
MAT008272,Material_Type_2
MAT008273,Material_Type_2
MAT008274,Material_Type_2
MAT008275,Material_Type_1
MAT008276,Material_Type_1
MAT008277,Material_Type_1
MAT008278,Material_Type_2
MAT008279,Material_Type_1
MAT008280,Material_Type_1
MAT008281,Material_Type_1
MAT008282,Material_Type_2
MAT008283,Material_Type_1
MAT008284,Material_Type_2
MAT008285,Material_Type_1
MAT008286,Material_Type_2
MAT008287,Material_Type_2
MAT008288,Material_Type_2
MAT008289,Material_Type_2
MAT008290,Material_Type_2
MAT008291,Material_Type_2
MAT008292,Material_Type_1
MAT008293,Material_Type_2
MAT008294,Material_Type_2
MAT008295,Material_Type_2
MAT008296,Material_Type_2
MAT008297,Material_Type_2
MAT008298,Material_Type_2
MAT008299,Material_Type_1
MAT008300,Material_Type_2
MAT008301,Material_Type_1
MAT008302,Material_Type_1
MAT008303,Material_Type_2
MAT008304,Material_Type_1
MAT008305,Material_Type_2
MAT008306,Material_Type_1
MAT008307,Material_Type_2
MAT008308,Material_Type_2
MAT008309,Material_Type_1
MAT008310,Material_Type_2
MAT008311,Material_Type_1
MAT008312,Material_Type_2
MAT008313,Material_Type_2
MAT008314,Material_Type_2
MAT008315,Material_Type_2
MAT008316,Material_Type_1
MAT008317,Material_Type_1
MAT008318,Material_Type_1
MAT008319,Material_Type_1
MAT008320,Material_Type_1
MAT008321,Material_Type_1
MAT008322,Material_Type_1
MAT008323,Material_Type_1
MAT008324,Material_Type_1
MAT008325,Material_Type_1
MAT008326,Material_Type_2
MAT008327,Material_Type_1
MAT008328,Material_Type_2
MAT008329,Material_Type_1
MAT008330,Material_Type_2
MAT008331,Material_Type_1
MAT008332,Material_Type_1
MAT008333,Material_Type_1
MAT008334,Material_Type_1
MAT008335,Material_Type_2
MAT008336,Material_Type_2
MAT008337,Material_Type_2
MAT008338,Material_Type_2
MAT008339,Material_Type_2
MAT008340,Material_Type_2
MAT008341,Material_Type_1
MAT008342,Material_Type_2
MAT008343,Material_Type_1
MAT008344,Material_Type_1
MAT008345,Material_Type_2
MAT008346,Material_Type_1
MAT008347,Material_Type_2
MAT008348,Material_Type_2
MAT008349,Material_Type_1
MAT008350,Material_Type_1
MAT008351,Material_Type_2
MAT008352,Material_Type_2
MAT008353,Material_Type_2
MAT008354,Material_Type_2
MAT008355,Material_Type_2
MAT008356,Material_Type_2
MAT008357,Material_Type_2
MAT008358,Material_Type_2
MAT008359,Material_Type_1
MAT008360,Material_Type_2
MAT008361,Material_Type_1
MAT008362,Material_Type_2
MAT008363,Material_Type_1
MAT008364,Material_Type_1
MAT008365,Material_Type_2
MAT008366,Material_Type_2
MAT008367,Material_Type_2
MAT008368,Material_Type_2
MAT008369,Material_Type_2
MAT008370,Material_Type_2
MAT008371,Material_Type_2
MAT008372,Material_Type_1
MAT008373,Material_Type_1
MAT008374,Material_Type_1
MAT008375,Material_Type_1
MAT008376,Material_Type_1
MAT008377,Material_Type_1
MAT008378,Material_Type_1
MAT008379,Material_Type_2
MAT008380,Material_Type_1
MAT008381,Material_Type_2
MAT008382,Material_Type_1
MAT008383,Material_Type_1
MAT008384,Material_Type_1
MAT008385,Material_Type_1
MAT008386,Material_Type_2
MAT008387,Material_Type_2
MAT008388,Material_Type_2
MAT008389,Material_Type_2
MAT008390,Material_Type_2
MAT008391,Material_Type_1
MAT008392,Material_Type_2
MAT008393,Material_Type_2
MAT008394,Material_Type_2
MAT008395,Material_Type_2
MAT008396,Material_Type_1
MAT008397,Material_Type_1
MAT008398,Material_Type_1
MAT008399,Material_Type_1
MAT008400,Material_Type_1
MAT008401,Material_Type_1
MAT008402,Material_Type_2
MAT008403,Material_Type_1
MAT008404,Material_Type_1
MAT008405,Material_Type_2
MAT008406,Material_Type_1
MAT008407,Material_Type_2
MAT008408,Material_Type_1
MAT008409,Material_Type_1
MAT008410,Material_Type_2
MAT008411,Material_Type_1
MAT008412,Material_Type_2
MAT008413,Material_Type_1
MAT008414,Material_Type_1
MAT008415,Material_Type_2
MAT008416,Material_Type_2
MAT008417,Material_Type_1
MAT008418,Material_Type_2
MAT008419,Material_Type_1
MAT008420,Material_Type_2
MAT008421,Material_Type_2
MAT008422,Material_Type_1
MAT008423,Material_Type_1
MAT008424,Material_Type_2
MAT008425,Material_Type_1
MAT008426,Material_Type_1
MAT008427,Material_Type_2
MAT008428,Material_Type_1
MAT008429,Material_Type_2
MAT008430,Material_Type_1
MAT008431,Material_Type_2
MAT008432,Material_Type_2
MAT008433,Material_Type_1
MAT008434,Material_Type_1
MAT008435,Material_Type_1
MAT008436,Material_Type_2
MAT008437,Material_Type_1
MAT008438,Material_Type_1
MAT008439,Material_Type_2
MAT008440,Material_Type_2
MAT008441,Material_Type_2
MAT008442,Material_Type_1
MAT008443,Material_Type_2
MAT008444,Material_Type_2
MAT008445,Material_Type_1
MAT008446,Material_Type_1
MAT008447,Material_Type_2
MAT008448,Material_Type_2
MAT008449,Material_Type_1
MAT008450,Material_Type_2
MAT008451,Material_Type_1
MAT008452,Material_Type_2
MAT008453,Material_Type_2
MAT008454,Material_Type_1
MAT008455,Material_Type_1
MAT008456,Material_Type_2
MAT008457,Material_Type_2
MAT008458,Material_Type_2
MAT008459,Material_Type_2
MAT008460,Material_Type_2
MAT008461,Material_Type_1
MAT008462,Material_Type_1
MAT008463,Material_Type_2
MAT008464,Material_Type_2
MAT008465,Material_Type_2
MAT008466,Material_Type_2
MAT008467,Material_Type_2
MAT008468,Material_Type_2
MAT008469,Material_Type_2
MAT008470,Material_Type_1
MAT008471,Material_Type_2
MAT008472,Material_Type_2
MAT008473,Material_Type_1
MAT008474,Material_Type_2
MAT008475,Material_Type_1
MAT008476,Material_Type_2
MAT008477,Material_Type_2
MAT008478,Material_Type_1
MAT008479,Material_Type_1
MAT008480,Material_Type_1
MAT008481,Material_Type_2
MAT008482,Material_Type_1
MAT008483,Material_Type_1
MAT008484,Material_Type_1
MAT008485,Material_Type_1
MAT008486,Material_Type_2
MAT008487,Material_Type_1
MAT008488,Material_Type_2
MAT008489,Material_Type_1
MAT008490,Material_Type_2
MAT008491,Material_Type_2
MAT008492,Material_Type_1
MAT008493,Material_Type_2
MAT008494,Material_Type_2
MAT008495,Material_Type_1
MAT008496,Material_Type_1
MAT008497,Material_Type_1
MAT008498,Material_Type_1
MAT008499,Material_Type_2
MAT008500,Material_Type_2
MAT008501,Material_Type_2
MAT008502,Material_Type_1
MAT008503,Material_Type_2
MAT008504,Material_Type_2
MAT008505,Material_Type_1
MAT008506,Material_Type_2
MAT008507,Material_Type_2
MAT008508,Material_Type_1
MAT008509,Material_Type_2
MAT008510,Material_Type_1
MAT008511,Material_Type_1
MAT008512,Material_Type_2
MAT008513,Material_Type_1
MAT008514,Material_Type_1
MAT008515,Material_Type_1
MAT008516,Material_Type_1
MAT008517,Material_Type_2
MAT008518,Material_Type_2
MAT008519,Material_Type_1
MAT008520,Material_Type_2
MAT008521,Material_Type_1
MAT008522,Material_Type_2
MAT008523,Material_Type_1
MAT008524,Material_Type_1
MAT008525,Material_Type_1
MAT008526,Material_Type_2
MAT008527,Material_Type_2
MAT008528,Material_Type_2
MAT008529,Material_Type_1
MAT008530,Material_Type_2
MAT008531,Material_Type_2
MAT008532,Material_Type_2
MAT008533,Material_Type_2
MAT008534,Material_Type_1
MAT008535,Material_Type_1
MAT008536,Material_Type_2
MAT008537,Material_Type_1
MAT008538,Material_Type_1
MAT008539,Material_Type_1
MAT008540,Material_Type_2
MAT008541,Material_Type_2
MAT008542,Material_Type_2
MAT008543,Material_Type_2
MAT008544,Material_Type_2
MAT008545,Material_Type_2
MAT008546,Material_Type_1
MAT008547,Material_Type_2
MAT008548,Material_Type_1
MAT008549,Material_Type_2
MAT008550,Material_Type_1
MAT008551,Material_Type_2
MAT008552,Material_Type_1
MAT008553,Material_Type_1
MAT008554,Material_Type_1
MAT008555,Material_Type_2
MAT008556,Material_Type_2
MAT008557,Material_Type_2
MAT008558,Material_Type_1
MAT008559,Material_Type_2
MAT008560,Material_Type_2
MAT008561,Material_Type_1
MAT008562,Material_Type_1
MAT008563,Material_Type_2
MAT008564,Material_Type_2
MAT008565,Material_Type_1
MAT008566,Material_Type_2
MAT008567,Material_Type_1
MAT008568,Material_Type_2
MAT008569,Material_Type_1
MAT008570,Material_Type_2
MAT008571,Material_Type_1
MAT008572,Material_Type_1
MAT008573,Material_Type_1
MAT008574,Material_Type_2
MAT008575,Material_Type_1
MAT008576,Material_Type_1
MAT008577,Material_Type_1
MAT008578,Material_Type_1
MAT008579,Material_Type_2
MAT008580,Material_Type_1
MAT008581,Material_Type_2
MAT008582,Material_Type_1
MAT008583,Material_Type_2
MAT008584,Material_Type_1
MAT008585,Material_Type_2
MAT008586,Material_Type_1
MAT008587,Material_Type_1
MAT008588,Material_Type_1
MAT008589,Material_Type_2
MAT008590,Material_Type_1
MAT008591,Material_Type_2
MAT008592,Material_Type_2
MAT008593,Material_Type_2
MAT008594,Material_Type_1
MAT008595,Material_Type_2
MAT008596,Material_Type_2
MAT008597,Material_Type_1
MAT008598,Material_Type_1
MAT008599,Material_Type_2
MAT008600,Material_Type_1
MAT008601,Material_Type_2
MAT008602,Material_Type_2
MAT008603,Material_Type_1
MAT008604,Material_Type_2
MAT008605,Material_Type_2
MAT008606,Material_Type_2
MAT008607,Material_Type_1
MAT008608,Material_Type_2
MAT008609,Material_Type_1
MAT008610,Material_Type_2
MAT008611,Material_Type_1
MAT008612,Material_Type_2
MAT008613,Material_Type_2
MAT008614,Material_Type_2
MAT008615,Material_Type_2
MAT008616,Material_Type_2
MAT008617,Material_Type_1
MAT008618,Material_Type_1
MAT008619,Material_Type_2
MAT008620,Material_Type_2
MAT008621,Material_Type_1
MAT008622,Material_Type_2
MAT008623,Material_Type_2
MAT008624,Material_Type_1
MAT008625,Material_Type_2
MAT008626,Material_Type_1
MAT008627,Material_Type_1
MAT008628,Material_Type_2
MAT008629,Material_Type_2
MAT008630,Material_Type_1
MAT008631,Material_Type_1
MAT008632,Material_Type_1
MAT008633,Material_Type_2
MAT008634,Material_Type_2
MAT008635,Material_Type_2
MAT008636,Material_Type_2
MAT008637,Material_Type_2
MAT008638,Material_Type_2
MAT008639,Material_Type_1
MAT008640,Material_Type_1
MAT008641,Material_Type_2
MAT008642,Material_Type_2
MAT008643,Material_Type_1
MAT008644,Material_Type_2
MAT008645,Material_Type_2
MAT008646,Material_Type_1
MAT008647,Material_Type_2
MAT008648,Material_Type_2
MAT008649,Material_Type_2
MAT008650,Material_Type_2
MAT008651,Material_Type_1
MAT008652,Material_Type_1
MAT008653,Material_Type_2
MAT008654,Material_Type_1
MAT008655,Material_Type_1
MAT008656,Material_Type_1
MAT008657,Material_Type_1
MAT008658,Material_Type_2
MAT008659,Material_Type_1
MAT008660,Material_Type_1
MAT008661,Material_Type_2
MAT008662,Material_Type_2
MAT008663,Material_Type_1
MAT008664,Material_Type_2
MAT008665,Material_Type_2
MAT008666,Material_Type_1
MAT008667,Material_Type_1
MAT008668,Material_Type_1
MAT008669,Material_Type_1
MAT008670,Material_Type_1
MAT008671,Material_Type_2
MAT008672,Material_Type_2
MAT008673,Material_Type_1
MAT008674,Material_Type_2
MAT008675,Material_Type_2
MAT008676,Material_Type_1
MAT008677,Material_Type_1
MAT008678,Material_Type_1
MAT008679,Material_Type_2
MAT008680,Material_Type_1
MAT008681,Material_Type_1
MAT008682,Material_Type_2
MAT008683,Material_Type_1
MAT008684,Material_Type_2
MAT008685,Material_Type_2
MAT008686,Material_Type_1
MAT008687,Material_Type_1
MAT008688,Material_Type_2
MAT008689,Material_Type_2
MAT008690,Material_Type_1
MAT008691,Material_Type_2
MAT008692,Material_Type_2
MAT008693,Material_Type_2
MAT008694,Material_Type_2
MAT008695,Material_Type_2
MAT008696,Material_Type_1
MAT008697,Material_Type_1
MAT008698,Material_Type_2
MAT008699,Material_Type_1
MAT008700,Material_Type_1
MAT008701,Material_Type_1
MAT008702,Material_Type_1
MAT008703,Material_Type_2
MAT008704,Material_Type_2
MAT008705,Material_Type_2
MAT008706,Material_Type_1
MAT008707,Material_Type_1
MAT008708,Material_Type_1
MAT008709,Material_Type_1
MAT008710,Material_Type_2
MAT008711,Material_Type_2
MAT008712,Material_Type_1
MAT008713,Material_Type_1
MAT008714,Material_Type_1
MAT008715,Material_Type_2
MAT008716,Material_Type_2
MAT008717,Material_Type_2
MAT008718,Material_Type_2
MAT008719,Material_Type_2
MAT008720,Material_Type_2
MAT008721,Material_Type_1
MAT008722,Material_Type_2
MAT008723,Material_Type_1
MAT008724,Material_Type_2
MAT008725,Material_Type_1
MAT008726,Material_Type_1
MAT008727,Material_Type_1
MAT008728,Material_Type_2
MAT008729,Material_Type_1
MAT008730,Material_Type_1
MAT008731,Material_Type_1
MAT008732,Material_Type_1
MAT008733,Material_Type_1
MAT008734,Material_Type_2
MAT008735,Material_Type_1
MAT008736,Material_Type_2
MAT008737,Material_Type_1
MAT008738,Material_Type_2
MAT008739,Material_Type_2
MAT008740,Material_Type_1
MAT008741,Material_Type_1
MAT008742,Material_Type_1
MAT008743,Material_Type_2
MAT008744,Material_Type_2
MAT008745,Material_Type_1
MAT008746,Material_Type_1
MAT008747,Material_Type_2
MAT008748,Material_Type_2
MAT008749,Material_Type_2
MAT008750,Material_Type_2
MAT008751,Material_Type_2
MAT008752,Material_Type_1
MAT008753,Material_Type_2
MAT008754,Material_Type_2
MAT008755,Material_Type_2
MAT008756,Material_Type_2
MAT008757,Material_Type_1
MAT008758,Material_Type_2
MAT008759,Material_Type_2
MAT008760,Material_Type_1
MAT008761,Material_Type_1
MAT008762,Material_Type_2
MAT008763,Material_Type_2
MAT008764,Material_Type_2
MAT008765,Material_Type_1
MAT008766,Material_Type_1
MAT008767,Material_Type_2
MAT008768,Material_Type_1
MAT008769,Material_Type_1
MAT008770,Material_Type_1
MAT008771,Material_Type_2
MAT008772,Material_Type_2
MAT008773,Material_Type_2
MAT008774,Material_Type_1
MAT008775,Material_Type_1
MAT008776,Material_Type_2
MAT008777,Material_Type_1
MAT008778,Material_Type_1
MAT008779,Material_Type_1
MAT008780,Material_Type_1
MAT008781,Material_Type_2
MAT008782,Material_Type_1
MAT008783,Material_Type_2
MAT008784,Material_Type_1
MAT008785,Material_Type_2
MAT008786,Material_Type_2
MAT008787,Material_Type_2
MAT008788,Material_Type_1
MAT008789,Material_Type_2
MAT008790,Material_Type_2
MAT008791,Material_Type_2
MAT008792,Material_Type_2
MAT008793,Material_Type_2
MAT008794,Material_Type_1
MAT008795,Material_Type_1
MAT008796,Material_Type_2
MAT008797,Material_Type_2
MAT008798,Material_Type_2
MAT008799,Material_Type_1
MAT008800,Material_Type_1
MAT008801,Material_Type_1
MAT008802,Material_Type_1
MAT008803,Material_Type_1
MAT008804,Material_Type_2
MAT008805,Material_Type_1
MAT008806,Material_Type_2
MAT008807,Material_Type_2
MAT008808,Material_Type_2
MAT008809,Material_Type_2
MAT008810,Material_Type_1
MAT008811,Material_Type_1
MAT008812,Material_Type_2
MAT008813,Material_Type_1
MAT008814,Material_Type_1
MAT008815,Material_Type_1
MAT008816,Material_Type_1
MAT008817,Material_Type_2
MAT008818,Material_Type_1
MAT008819,Material_Type_2
MAT008820,Material_Type_2
MAT008821,Material_Type_2
MAT008822,Material_Type_1
MAT008823,Material_Type_1
MAT008824,Material_Type_1
MAT008825,Material_Type_1
MAT008826,Material_Type_1
MAT008827,Material_Type_1
MAT008828,Material_Type_1
MAT008829,Material_Type_2
MAT008830,Material_Type_1
MAT008831,Material_Type_1
MAT008832,Material_Type_1
MAT008833,Material_Type_2
MAT008834,Material_Type_1
MAT008835,Material_Type_2
MAT008836,Material_Type_2
MAT008837,Material_Type_2
MAT008838,Material_Type_1
MAT008839,Material_Type_1
MAT008840,Material_Type_1
MAT008841,Material_Type_2
MAT008842,Material_Type_1
MAT008843,Material_Type_2
MAT008844,Material_Type_2
MAT008845,Material_Type_2
MAT008846,Material_Type_2
MAT008847,Material_Type_2
MAT008848,Material_Type_1
MAT008849,Material_Type_1
MAT008850,Material_Type_2
MAT008851,Material_Type_2
MAT008852,Material_Type_2
MAT008853,Material_Type_1
MAT008854,Material_Type_1
MAT008855,Material_Type_2
MAT008856,Material_Type_1
MAT008857,Material_Type_2
MAT008858,Material_Type_2
MAT008859,Material_Type_2
MAT008860,Material_Type_1
MAT008861,Material_Type_2
MAT008862,Material_Type_1
MAT008863,Material_Type_2
MAT008864,Material_Type_2
MAT008865,Material_Type_2
MAT008866,Material_Type_2
MAT008867,Material_Type_1
MAT008868,Material_Type_1
MAT008869,Material_Type_2
MAT008870,Material_Type_1
MAT008871,Material_Type_1
MAT008872,Material_Type_2
MAT008873,Material_Type_1
MAT008874,Material_Type_1
MAT008875,Material_Type_2
MAT008876,Material_Type_1
MAT008877,Material_Type_2
MAT008878,Material_Type_1
MAT008879,Material_Type_2
MAT008880,Material_Type_1
MAT008881,Material_Type_2
MAT008882,Material_Type_2
MAT008883,Material_Type_1
MAT008884,Material_Type_1
MAT008885,Material_Type_1
MAT008886,Material_Type_1
MAT008887,Material_Type_1
MAT008888,Material_Type_2
MAT008889,Material_Type_1
MAT008890,Material_Type_1
MAT008891,Material_Type_1
MAT008892,Material_Type_2
MAT008893,Material_Type_1
MAT008894,Material_Type_2
MAT008895,Material_Type_2
MAT008896,Material_Type_1
MAT008897,Material_Type_1
MAT008898,Material_Type_2
MAT008899,Material_Type_2
MAT008900,Material_Type_1
MAT008901,Material_Type_1
MAT008902,Material_Type_2
MAT008903,Material_Type_1
MAT008904,Material_Type_1
MAT008905,Material_Type_1
MAT008906,Material_Type_1
MAT008907,Material_Type_1
MAT008908,Material_Type_2
MAT008909,Material_Type_1
MAT008910,Material_Type_2
MAT008911,Material_Type_1
MAT008912,Material_Type_2
MAT008913,Material_Type_1
MAT008914,Material_Type_1
MAT008915,Material_Type_1
MAT008916,Material_Type_1
MAT008917,Material_Type_1
MAT008918,Material_Type_1
MAT008919,Material_Type_2
MAT008920,Material_Type_2
MAT008921,Material_Type_2
MAT008922,Material_Type_2
MAT008923,Material_Type_2
MAT008924,Material_Type_1
MAT008925,Material_Type_2
MAT008926,Material_Type_2
MAT008927,Material_Type_2
MAT008928,Material_Type_2
MAT008929,Material_Type_2
MAT008930,Material_Type_2
MAT008931,Material_Type_1
MAT008932,Material_Type_2
MAT008933,Material_Type_2
MAT008934,Material_Type_2
MAT008935,Material_Type_2
MAT008936,Material_Type_2
MAT008937,Material_Type_2
MAT008938,Material_Type_1
MAT008939,Material_Type_1
MAT008940,Material_Type_2
MAT008941,Material_Type_2
MAT008942,Material_Type_1
MAT008943,Material_Type_2
MAT008944,Material_Type_1
MAT008945,Material_Type_2
MAT008946,Material_Type_1
MAT008947,Material_Type_2
MAT008948,Material_Type_1
MAT008949,Material_Type_2
MAT008950,Material_Type_2
MAT008951,Material_Type_2
MAT008952,Material_Type_1
MAT008953,Material_Type_2
MAT008954,Material_Type_2
MAT008955,Material_Type_2
MAT008956,Material_Type_1
MAT008957,Material_Type_2
MAT008958,Material_Type_2
MAT008959,Material_Type_2
MAT008960,Material_Type_1
MAT008961,Material_Type_2
MAT008962,Material_Type_1
MAT008963,Material_Type_1
MAT008964,Material_Type_1
MAT008965,Material_Type_2
MAT008966,Material_Type_1
MAT008967,Material_Type_2
MAT008968,Material_Type_2
MAT008969,Material_Type_1
MAT008970,Material_Type_1
MAT008971,Material_Type_2
MAT008972,Material_Type_1
MAT008973,Material_Type_2
MAT008974,Material_Type_1
MAT008975,Material_Type_2
MAT008976,Material_Type_1
MAT008977,Material_Type_2
MAT008978,Material_Type_2
MAT008979,Material_Type_1
MAT008980,Material_Type_2
MAT008981,Material_Type_1
MAT008982,Material_Type_1
MAT008983,Material_Type_2
MAT008984,Material_Type_2
MAT008985,Material_Type_2
MAT008986,Material_Type_2
MAT008987,Material_Type_1
MAT008988,Material_Type_1
MAT008989,Material_Type_1
MAT008990,Material_Type_1
MAT008991,Material_Type_1
MAT008992,Material_Type_1
MAT008993,Material_Type_1
MAT008994,Material_Type_2
MAT008995,Material_Type_2
MAT008996,Material_Type_1
MAT008997,Material_Type_2
MAT008998,Material_Type_1
MAT008999,Material_Type_2
MAT009000,Material_Type_2
MAT009001,Material_Type_2
MAT009002,Material_Type_1
MAT009003,Material_Type_1
MAT009004,Material_Type_2
MAT009005,Material_Type_2
MAT009006,Material_Type_2
MAT009007,Material_Type_2
MAT009008,Material_Type_2
MAT009009,Material_Type_1
MAT009010,Material_Type_1
MAT009011,Material_Type_1
MAT009012,Material_Type_2
MAT009013,Material_Type_2
MAT009014,Material_Type_2
MAT009015,Material_Type_2
MAT009016,Material_Type_1
MAT009017,Material_Type_1
MAT009018,Material_Type_1
MAT009019,Material_Type_2
MAT009020,Material_Type_1
MAT009021,Material_Type_1
MAT009022,Material_Type_2
MAT009023,Material_Type_1
MAT009024,Material_Type_2
MAT009025,Material_Type_2
MAT009026,Material_Type_2
MAT009027,Material_Type_2
MAT009028,Material_Type_2
MAT009029,Material_Type_1
MAT009030,Material_Type_2
MAT009031,Material_Type_1
MAT009032,Material_Type_2
MAT009033,Material_Type_2
MAT009034,Material_Type_1
MAT009035,Material_Type_2
MAT009036,Material_Type_2
MAT009037,Material_Type_2
MAT009038,Material_Type_2
MAT009039,Material_Type_1
MAT009040,Material_Type_1
MAT009041,Material_Type_1
MAT009042,Material_Type_2
MAT009043,Material_Type_2
MAT009044,Material_Type_1
MAT009045,Material_Type_1
MAT009046,Material_Type_2
MAT009047,Material_Type_2
MAT009048,Material_Type_1
MAT009049,Material_Type_2
MAT009050,Material_Type_2
MAT009051,Material_Type_2
MAT009052,Material_Type_2
MAT009053,Material_Type_1
MAT009054,Material_Type_2
MAT009055,Material_Type_1
MAT009056,Material_Type_2
MAT009057,Material_Type_2
MAT009058,Material_Type_2
MAT009059,Material_Type_2
MAT009060,Material_Type_1
MAT009061,Material_Type_2
MAT009062,Material_Type_1
MAT009063,Material_Type_1
MAT009064,Material_Type_2
MAT009065,Material_Type_1
MAT009066,Material_Type_2
MAT009067,Material_Type_1
MAT009068,Material_Type_2
MAT009069,Material_Type_2
MAT009070,Material_Type_1
MAT009071,Material_Type_1
MAT009072,Material_Type_1
MAT009073,Material_Type_1
MAT009074,Material_Type_2
MAT009075,Material_Type_1
MAT009076,Material_Type_2
MAT009077,Material_Type_2
MAT009078,Material_Type_1
MAT009079,Material_Type_1
MAT009080,Material_Type_1
MAT009081,Material_Type_2
MAT009082,Material_Type_2
MAT009083,Material_Type_1
MAT009084,Material_Type_1
MAT009085,Material_Type_2
MAT009086,Material_Type_1
MAT009087,Material_Type_2
MAT009088,Material_Type_1
MAT009089,Material_Type_1
MAT009090,Material_Type_1
MAT009091,Material_Type_1
MAT009092,Material_Type_2
MAT009093,Material_Type_1
MAT009094,Material_Type_1
MAT009095,Material_Type_2
MAT009096,Material_Type_1
MAT009097,Material_Type_1
MAT009098,Material_Type_1
MAT009099,Material_Type_1
MAT009100,Material_Type_2
MAT009101,Material_Type_2
MAT009102,Material_Type_1
MAT009103,Material_Type_1
MAT009104,Material_Type_2
MAT009105,Material_Type_2
MAT009106,Material_Type_1
MAT009107,Material_Type_1
MAT009108,Material_Type_2
MAT009109,Material_Type_2
MAT009110,Material_Type_2
MAT009111,Material_Type_1
MAT009112,Material_Type_1
MAT009113,Material_Type_2
MAT009114,Material_Type_2
MAT009115,Material_Type_2
MAT009116,Material_Type_2
MAT009117,Material_Type_1
MAT009118,Material_Type_2
MAT009119,Material_Type_1
MAT009120,Material_Type_1
MAT009121,Material_Type_1
MAT009122,Material_Type_2
MAT009123,Material_Type_1
MAT009124,Material_Type_1
MAT009125,Material_Type_2
MAT009126,Material_Type_2
MAT009127,Material_Type_1
MAT009128,Material_Type_2
MAT009129,Material_Type_1
MAT009130,Material_Type_2
MAT009131,Material_Type_1
MAT009132,Material_Type_1
MAT009133,Material_Type_2
MAT009134,Material_Type_1
MAT009135,Material_Type_2
MAT009136,Material_Type_2
MAT009137,Material_Type_1
MAT009138,Material_Type_2
MAT009139,Material_Type_1
MAT009140,Material_Type_2
MAT009141,Material_Type_1
MAT009142,Material_Type_2
MAT009143,Material_Type_2
MAT009144,Material_Type_1
MAT009145,Material_Type_1
MAT009146,Material_Type_1
MAT009147,Material_Type_2
MAT009148,Material_Type_1
MAT009149,Material_Type_2
MAT009150,Material_Type_2
MAT009151,Material_Type_2
MAT009152,Material_Type_2
MAT009153,Material_Type_1
MAT009154,Material_Type_2
MAT009155,Material_Type_2
MAT009156,Material_Type_1
MAT009157,Material_Type_2
MAT009158,Material_Type_1
MAT009159,Material_Type_2
MAT009160,Material_Type_1
MAT009161,Material_Type_2
MAT009162,Material_Type_2
MAT009163,Material_Type_2
MAT009164,Material_Type_2
MAT009165,Material_Type_1
MAT009166,Material_Type_1
MAT009167,Material_Type_2
MAT009168,Material_Type_2
MAT009169,Material_Type_2
MAT009170,Material_Type_2
MAT009171,Material_Type_1
MAT009172,Material_Type_2
MAT009173,Material_Type_1
MAT009174,Material_Type_1
MAT009175,Material_Type_2
MAT009176,Material_Type_1
MAT009177,Material_Type_2
MAT009178,Material_Type_2
MAT009179,Material_Type_2
MAT009180,Material_Type_2
MAT009181,Material_Type_2
MAT009182,Material_Type_2
MAT009183,Material_Type_2
MAT009184,Material_Type_1
MAT009185,Material_Type_1
MAT009186,Material_Type_2
MAT009187,Material_Type_2
MAT009188,Material_Type_1
MAT009189,Material_Type_2
MAT009190,Material_Type_2
MAT009191,Material_Type_1
MAT009192,Material_Type_2
MAT009193,Material_Type_2
MAT009194,Material_Type_1
