MATERIAL,Sourcing_Plant,Sourcing_Vendor
MAT007271,Plant_64,Vendor_571
MAT007272,Plant_331,Vendor_560
MAT007273,Plant_125,Vendor_982
MAT007274,Plant_444,Vendor_258
MAT007275,Plant_34,Vendor_941
MAT007276,Plant_276,Vendor_795
MAT007277,Plant_299,Vendor_510
MAT007278,Plant_491,Vendor_998
MAT007279,Plant_183,Vendor_331
MAT007280,Plant_306,Vendor_5
MAT007281,Plant_580,Vendor_801
MAT007282,Plant_309,Vendor_468
MAT007283,Plant_404,Vendor_338
MAT007284,Plant_285,Vendor_510
MAT007285,Plant_312,Vendor_755
MAT007286,Plant_769,Vendor_259
MAT007287,Plant_627,Vendor_630
MAT007288,Plant_119,Vendor_498
MAT007289,Plant_263,Vendor_395
MAT007290,Plant_425,Vendor_98
MAT007291,Plant_515,Vendor_727
MAT007292,Plant_11,Vendor_660
MAT007293,Plant_523,Vendor_45
MAT007294,Plant_733,Vendor_575
MAT007295,Plant_462,Vendor_922
MAT007296,Plant_253,Vendor_501
MAT007297,Plant_538,Vendor_498
MAT007298,Plant_238,Vendor_504
MAT007299,Plant_3,Vendor_972
MAT007300,Plant_719,Vendor_732
MAT007301,Plant_429,Vendor_637
MAT007302,Plant_773,Vendor_95
MAT007303,Plant_117,Vendor_456
MAT007304,Plant_290,Vendor_399
MAT007305,Plant_182,Vendor_559
MAT007306,Plant_161,Vendor_675
MAT007307,Plant_78,Vendor_352
MAT007308,Plant_64,Vendor_851
MAT007309,Plant_301,Vendor_276
MAT007310,Plant_733,Vendor_479
MAT007311,Plant_202,Vendor_85
MAT007312,Plant_481,Vendor_875
MAT007313,Plant_167,Vendor_203
MAT007314,Plant_131,Vendor_197
MAT007315,Plant_646,Vendor_805
MAT007316,Plant_626,Vendor_265
MAT007317,Plant_121,Vendor_927
MAT007318,Plant_787,Vendor_400
MAT007319,Plant_556,Vendor_447
MAT007320,Plant_438,Vendor_694
MAT007321,Plant_517,Vendor_350
MAT007322,Plant_49,Vendor_709
MAT007323,Plant_216,Vendor_980
MAT007324,Plant_124,Vendor_920
MAT007325,Plant_444,Vendor_986
MAT007326,Plant_433,Vendor_283
MAT007327,Plant_63,Vendor_356
MAT007328,Plant_422,Vendor_540
MAT007329,Plant_285,Vendor_755
MAT007330,Plant_692,Vendor_141
MAT007331,Plant_468,Vendor_261
MAT007332,Plant_141,Vendor_242
MAT007333,Plant_610,Vendor_583
MAT007334,Plant_743,Vendor_706
MAT007335,Plant_301,Vendor_318
MAT007336,Plant_787,Vendor_208
MAT007337,Plant_650,Vendor_551
MAT007338,Plant_269,Vendor_484
MAT007339,Plant_262,Vendor_744
MAT007340,Plant_33,Vendor_485
MAT007341,Plant_735,Vendor_98
MAT007342,Plant_410,Vendor_455
MAT007343,Plant_343,Vendor_795
MAT007344,Plant_121,Vendor_447
MAT007345,Plant_296,Vendor_275
MAT007346,Plant_344,Vendor_265
MAT007347,Plant_124,Vendor_525
MAT007348,Plant_80,Vendor_267
MAT007349,Plant_233,Vendor_132
MAT007350,Plant_227,Vendor_500
MAT007351,Plant_58,Vendor_696
MAT007352,Plant_217,Vendor_704
MAT007353,Plant_90,Vendor_773
MAT007354,Plant_412,Vendor_486
MAT007355,Plant_374,Vendor_706
MAT007356,Plant_674,Vendor_136
MAT007357,Plant_598,Vendor_108
MAT007358,Plant_249,Vendor_907
MAT007359,Plant_678,Vendor_488
MAT007360,Plant_74,Vendor_689
MAT007361,Plant_637,Vendor_486
MAT007362,Plant_643,Vendor_510
MAT007363,Plant_77,Vendor_707
MAT007364,Plant_660,Vendor_682
MAT007365,Plant_754,Vendor_784
MAT007366,Plant_585,Vendor_966
MAT007367,Plant_49,Vendor_928
MAT007368,Plant_756,Vendor_82
MAT007369,Plant_257,Vendor_157
MAT007370,Plant_149,Vendor_671
MAT007371,Plant_680,Vendor_411
MAT007372,Plant_625,Vendor_885
MAT007373,Plant_387,Vendor_113
MAT007374,Plant_504,Vendor_165
MAT007375,Plant_777,Vendor_415
MAT007376,Plant_654,Vendor_398
MAT007377,Plant_561,Vendor_193
MAT007378,Plant_619,Vendor_809
MAT007379,Plant_450,Vendor_848
MAT007380,Plant_17,Vendor_774
MAT007381,Plant_700,Vendor_556
MAT007382,Plant_360,Vendor_362
MAT007383,Plant_472,Vendor_145
MAT007384,Plant_484,Vendor_609
MAT007385,Plant_442,Vendor_147
MAT007386,Plant_375,Vendor_695
MAT007387,Plant_144,Vendor_226
MAT007388,Plant_189,Vendor_146
MAT007389,Plant_193,Vendor_546
MAT007390,Plant_652,Vendor_658
MAT007391,Plant_206,Vendor_49
MAT007392,Plant_753,Vendor_496
MAT007393,Plant_441,Vendor_89
MAT007394,Plant_760,Vendor_484
MAT007395,Plant_172,Vendor_258
MAT007396,Plant_52,Vendor_360
MAT007397,Plant_714,Vendor_438
MAT007398,Plant_672,Vendor_646
MAT007399,Plant_775,Vendor_904
MAT007400,Plant_135,Vendor_976
MAT007401,Plant_36,Vendor_463
MAT007402,Plant_222,Vendor_723
MAT007403,Plant_780,Vendor_638
MAT007404,Plant_105,Vendor_300
MAT007405,Plant_355,Vendor_29
MAT007406,Plant_606,Vendor_66
MAT007407,Plant_688,Vendor_232
MAT007408,Plant_478,Vendor_366
MAT007409,Plant_419,Vendor_601
MAT007410,Plant_621,Vendor_759
MAT007411,Plant_390,Vendor_804
MAT007412,Plant_597,Vendor_665
MAT007413,Plant_542,Vendor_8
MAT007414,Plant_737,Vendor_296
MAT007415,Plant_193,Vendor_92
MAT007416,Plant_302,Vendor_407
MAT007417,Plant_248,Vendor_162
MAT007418,Plant_605,Vendor_79
MAT007419,Plant_789,Vendor_267
MAT007420,Plant_629,Vendor_364
MAT007421,Plant_783,Vendor_173
MAT007422,Plant_413,Vendor_11
MAT007423,Plant_416,Vendor_484
MAT007424,Plant_430,Vendor_508
MAT007425,Plant_697,Vendor_409
MAT007426,Plant_496,Vendor_422
MAT007427,Plant_400,Vendor_957
MAT007428,Plant_760,Vendor_808
MAT007429,Plant_447,Vendor_536
MAT007430,Plant_87,Vendor_265
MAT007431,Plant_727,Vendor_405
MAT007432,Plant_111,Vendor_22
MAT007433,Plant_439,Vendor_310
MAT007434,Plant_648,Vendor_152
MAT007435,Plant_302,Vendor_859
MAT007436,Plant_217,Vendor_225
MAT007437,Plant_175,Vendor_308
MAT007438,Plant_621,Vendor_9
MAT007439,Plant_380,Vendor_854
MAT007440,Plant_736,Vendor_550
MAT007441,Plant_756,Vendor_232
MAT007442,Plant_532,Vendor_585
MAT007443,Plant_554,Vendor_648
MAT007444,Plant_660,Vendor_56
MAT007445,Plant_620,Vendor_620
MAT007446,Plant_126,Vendor_592
MAT007447,Plant_316,Vendor_654
MAT007448,Plant_57,Vendor_437
MAT007449,Plant_422,Vendor_989
MAT007450,Plant_440,Vendor_926
MAT007451,Plant_230,Vendor_519
MAT007452,Plant_750,Vendor_535
MAT007453,Plant_632,Vendor_987
MAT007454,Plant_568,Vendor_351
MAT007455,Plant_31,Vendor_509
MAT007456,Plant_197,Vendor_573
MAT007457,Plant_96,Vendor_722
MAT007458,Plant_229,Vendor_592
MAT007459,Plant_610,Vendor_952
MAT007460,Plant_740,Vendor_230
MAT007461,Plant_230,Vendor_583
MAT007462,Plant_451,Vendor_60
MAT007463,Plant_99,Vendor_493
MAT007464,Plant_107,Vendor_661
MAT007465,Plant_666,Vendor_361
MAT007466,Plant_236,Vendor_62
MAT007467,Plant_546,Vendor_746
MAT007468,Plant_174,Vendor_276
MAT007469,Plant_68,Vendor_815
MAT007470,Plant_620,Vendor_746
MAT007471,Plant_134,Vendor_957
MAT007472,Plant_282,Vendor_907
MAT007473,Plant_65,Vendor_49
MAT007474,Plant_114,Vendor_50
MAT007475,Plant_63,Vendor_258
MAT007476,Plant_771,Vendor_759
MAT007477,Plant_196,Vendor_149
MAT007478,Plant_109,Vendor_70
MAT007479,Plant_407,Vendor_793
MAT007480,Plant_365,Vendor_384
MAT007481,Plant_358,Vendor_822
MAT007482,Plant_429,Vendor_996
MAT007483,Plant_267,Vendor_301
MAT007484,Plant_202,Vendor_599
MAT007485,Plant_112,Vendor_152
MAT007486,Plant_734,Vendor_676
MAT007487,Plant_94,Vendor_651
MAT007488,Plant_426,Vendor_397
MAT007489,Plant_349,Vendor_439
MAT007490,Plant_244,Vendor_693
MAT007491,Plant_465,Vendor_824
MAT007492,Plant_464,Vendor_436
MAT007493,Plant_470,Vendor_480
MAT007494,Plant_540,Vendor_31
MAT007495,Plant_277,Vendor_276
MAT007496,Plant_791,Vendor_742
MAT007497,Plant_629,Vendor_439
MAT007498,Plant_215,Vendor_47
MAT007499,Plant_582,Vendor_505
MAT007500,Plant_617,Vendor_148
MAT007501,Plant_688,Vendor_195
MAT007502,Plant_566,Vendor_15
MAT007503,Plant_79,Vendor_906
MAT007504,Plant_591,Vendor_879
MAT007505,Plant_542,Vendor_424
MAT007506,Plant_696,Vendor_338
MAT007507,Plant_57,Vendor_195
MAT007508,Plant_575,Vendor_832
MAT007509,Plant_369,Vendor_414
MAT007510,Plant_59,Vendor_42
MAT007511,Plant_161,Vendor_456
MAT007512,Plant_788,Vendor_265
MAT007513,Plant_46,Vendor_420
MAT007514,Plant_181,Vendor_96
MAT007515,Plant_213,Vendor_904
MAT007516,Plant_563,Vendor_253
MAT007517,Plant_515,Vendor_238
MAT007518,Plant_121,Vendor_652
MAT007519,Plant_223,Vendor_876
MAT007520,Plant_120,Vendor_446
MAT007521,Plant_132,Vendor_885
MAT007522,Plant_81,Vendor_74
MAT007523,Plant_466,Vendor_448
MAT007524,Plant_25,Vendor_990
MAT007525,Plant_597,Vendor_131
MAT007526,Plant_199,Vendor_640
MAT007527,Plant_781,Vendor_164
MAT007528,Plant_166,Vendor_701
MAT007529,Plant_403,Vendor_969
MAT007530,Plant_686,Vendor_164
MAT007531,Plant_490,Vendor_647
MAT007532,Plant_728,Vendor_274
MAT007533,Plant_355,Vendor_680
MAT007534,Plant_798,Vendor_654
MAT007535,Plant_175,Vendor_705
MAT007536,Plant_304,Vendor_723
MAT007537,Plant_543,Vendor_609
MAT007538,Plant_608,Vendor_277
MAT007539,Plant_443,Vendor_409
MAT007540,Plant_119,Vendor_566
MAT007541,Plant_714,Vendor_294
MAT007542,Plant_59,Vendor_971
MAT007543,Plant_517,Vendor_766
MAT007544,Plant_24,Vendor_747
MAT007545,Plant_676,Vendor_680
MAT007546,Plant_190,Vendor_482
MAT007547,Plant_152,Vendor_47
MAT007548,Plant_126,Vendor_344
MAT007549,Plant_370,Vendor_774
MAT007550,Plant_131,Vendor_844
MAT007551,Plant_251,Vendor_326
MAT007552,Plant_673,Vendor_36
MAT007553,Plant_611,Vendor_441
MAT007554,Plant_773,Vendor_437
MAT007555,Plant_141,Vendor_992
MAT007556,Plant_697,Vendor_444
MAT007557,Plant_575,Vendor_65
MAT007558,Plant_30,Vendor_952
MAT007559,Plant_730,Vendor_384
MAT007560,Plant_257,Vendor_618
MAT007561,Plant_125,Vendor_725
MAT007562,Plant_316,Vendor_13
MAT007563,Plant_504,Vendor_755
MAT007564,Plant_752,Vendor_153
MAT007565,Plant_81,Vendor_94
MAT007566,Plant_546,Vendor_751
MAT007567,Plant_459,Vendor_654
MAT007568,Plant_88,Vendor_792
MAT007569,Plant_290,Vendor_221
MAT007570,Plant_434,Vendor_20
MAT007571,Plant_765,Vendor_424
MAT007572,Plant_477,Vendor_442
MAT007573,Plant_541,Vendor_731
MAT007574,Plant_566,Vendor_678
MAT007575,Plant_543,Vendor_412
MAT007576,Plant_353,Vendor_973
MAT007577,Plant_621,Vendor_736
MAT007578,Plant_212,Vendor_982
MAT007579,Plant_438,Vendor_383
MAT007580,Plant_533,Vendor_23
MAT007581,Plant_3,Vendor_431
MAT007582,Plant_747,Vendor_986
MAT007583,Plant_792,Vendor_259
MAT007584,Plant_84,Vendor_672
MAT007585,Plant_526,Vendor_849
MAT007586,Plant_186,Vendor_130
MAT007587,Plant_288,Vendor_635
MAT007588,Plant_514,Vendor_338
MAT007589,Plant_773,Vendor_472
MAT007590,Plant_266,Vendor_278
MAT007591,Plant_565,Vendor_796
MAT007592,Plant_650,Vendor_456
MAT007593,Plant_763,Vendor_151
MAT007594,Plant_143,Vendor_791
MAT007595,Plant_37,Vendor_290
MAT007596,Plant_391,Vendor_122
MAT007597,Plant_199,Vendor_682
MAT007598,Plant_757,Vendor_961
MAT007599,Plant_565,Vendor_258
MAT007600,Plant_545,Vendor_911
MAT007601,Plant_424,Vendor_872
MAT007602,Plant_430,Vendor_418
MAT007603,Plant_53,Vendor_699
MAT007604,Plant_758,Vendor_100
MAT007605,Plant_557,Vendor_228
MAT007606,Plant_41,Vendor_233
MAT007607,Plant_4,Vendor_866
MAT007608,Plant_661,Vendor_3
MAT007609,Plant_235,Vendor_74
MAT007610,Plant_587,Vendor_766
MAT007611,Plant_41,Vendor_311
MAT007612,Plant_330,Vendor_666
MAT007613,Plant_188,Vendor_700
MAT007614,Plant_272,Vendor_827
MAT007615,Plant_60,Vendor_834
MAT007616,Plant_199,Vendor_185
MAT007617,Plant_261,Vendor_997
MAT007618,Plant_240,Vendor_830
MAT007619,Plant_388,Vendor_250
MAT007620,Plant_170,Vendor_983
MAT007621,Plant_278,Vendor_102
MAT007622,Plant_318,Vendor_132
MAT007623,Plant_643,Vendor_48
MAT007624,Plant_343,Vendor_670
MAT007625,Plant_417,Vendor_912
MAT007626,Plant_347,Vendor_761
MAT007627,Plant_130,Vendor_914
MAT007628,Plant_196,Vendor_301
MAT007629,Plant_397,Vendor_234
MAT007630,Plant_736,Vendor_70
MAT007631,Plant_646,Vendor_242
MAT007632,Plant_86,Vendor_335
MAT007633,Plant_356,Vendor_48
MAT007634,Plant_500,Vendor_82
MAT007635,Plant_649,Vendor_602
MAT007636,Plant_435,Vendor_158
MAT007637,Plant_325,Vendor_710
MAT007638,Plant_508,Vendor_322
MAT007639,Plant_319,Vendor_369
MAT007640,Plant_600,Vendor_961
MAT007641,Plant_560,Vendor_713
MAT007642,Plant_545,Vendor_498
MAT007643,Plant_445,Vendor_994
MAT007644,Plant_118,Vendor_260
MAT007645,Plant_513,Vendor_637
MAT007646,Plant_289,Vendor_756
MAT007647,Plant_158,Vendor_542
MAT007648,Plant_521,Vendor_236
MAT007649,Plant_734,Vendor_837
MAT007650,Plant_649,Vendor_468
MAT007651,Plant_122,Vendor_805
MAT007652,Plant_652,Vendor_708
MAT007653,Plant_319,Vendor_834
MAT007654,Plant_737,Vendor_676
MAT007655,Plant_527,Vendor_89
MAT007656,Plant_565,Vendor_499
MAT007657,Plant_123,Vendor_430
MAT007658,Plant_118,Vendor_445
MAT007659,Plant_786,Vendor_378
MAT007660,Plant_285,Vendor_434
MAT007661,Plant_488,Vendor_592
MAT007662,Plant_738,Vendor_97
MAT007663,Plant_660,Vendor_844
MAT007664,Plant_479,Vendor_718
MAT007665,Plant_386,Vendor_483
MAT007666,Plant_385,Vendor_121
MAT007667,Plant_768,Vendor_456
MAT007668,Plant_45,Vendor_417
MAT007669,Plant_135,Vendor_281
MAT007670,Plant_435,Vendor_957
MAT007671,Plant_773,Vendor_173
MAT007672,Plant_696,Vendor_187
MAT007673,Plant_9,Vendor_546
MAT007674,Plant_20,Vendor_849
MAT007675,Plant_290,Vendor_171
MAT007676,Plant_31,Vendor_886
MAT007677,Plant_131,Vendor_493
MAT007678,Plant_630,Vendor_664
MAT007679,Plant_538,Vendor_368
MAT007680,Plant_270,Vendor_920
MAT007681,Plant_60,Vendor_782
MAT007682,Plant_343,Vendor_783
MAT007683,Plant_105,Vendor_230
MAT007684,Plant_60,Vendor_701
MAT007685,Plant_316,Vendor_491
MAT007686,Plant_287,Vendor_581
MAT007687,Plant_741,Vendor_599
MAT007688,Plant_115,Vendor_298
MAT007689,Plant_744,Vendor_485
MAT007690,Plant_234,Vendor_842
MAT007691,Plant_665,Vendor_595
MAT007692,Plant_165,Vendor_79
MAT007693,Plant_70,Vendor_729
MAT007694,Plant_784,Vendor_146
MAT007695,Plant_126,Vendor_120
MAT007696,Plant_123,Vendor_969
MAT007697,Plant_568,Vendor_958
MAT007698,Plant_51,Vendor_253
MAT007699,Plant_1,Vendor_925
MAT007700,Plant_227,Vendor_343
MAT007701,Plant_746,Vendor_625
MAT007702,Plant_229,Vendor_759
MAT007703,Plant_695,Vendor_184
MAT007704,Plant_733,Vendor_372
MAT007705,Plant_629,Vendor_777
MAT007706,Plant_64,Vendor_442
MAT007707,Plant_213,Vendor_470
MAT007708,Plant_309,Vendor_496
MAT007709,Plant_665,Vendor_894
MAT007710,Plant_570,Vendor_115
MAT007711,Plant_663,Vendor_949
MAT007712,Plant_155,Vendor_399
MAT007713,Plant_769,Vendor_261
MAT007714,Plant_316,Vendor_925
MAT007715,Plant_414,Vendor_684
MAT007716,Plant_71,Vendor_125
MAT007717,Plant_471,Vendor_775
MAT007718,Plant_682,Vendor_672
MAT007719,Plant_241,Vendor_765
MAT007720,Plant_727,Vendor_329
MAT007721,Plant_658,Vendor_547
MAT007722,Plant_160,Vendor_409
MAT007723,Plant_604,Vendor_900
MAT007724,Plant_92,Vendor_89
MAT007725,Plant_697,Vendor_542
MAT007726,Plant_540,Vendor_237
MAT007727,Plant_188,Vendor_342
MAT007728,Plant_718,Vendor_859
MAT007729,Plant_410,Vendor_398
MAT007730,Plant_503,Vendor_896
MAT007731,Plant_605,Vendor_760
MAT007732,Plant_339,Vendor_218
MAT007733,Plant_489,Vendor_131
MAT007734,Plant_750,Vendor_210
MAT007735,Plant_661,Vendor_6
MAT007736,Plant_289,Vendor_45
MAT007737,Plant_217,Vendor_929
MAT007738,Plant_508,Vendor_914
MAT007739,Plant_317,Vendor_950
MAT007740,Plant_726,Vendor_350
MAT007741,Plant_626,Vendor_830
MAT007742,Plant_642,Vendor_696
MAT007743,Plant_40,Vendor_866
MAT007744,Plant_320,Vendor_527
MAT007745,Plant_418,Vendor_275
MAT007746,Plant_771,Vendor_819
MAT007747,Plant_45,Vendor_230
MAT007748,Plant_343,Vendor_804
MAT007749,Plant_335,Vendor_634
MAT007750,Plant_299,Vendor_54
MAT007751,Plant_370,Vendor_958
MAT007752,Plant_442,Vendor_783
MAT007753,Plant_785,Vendor_919
MAT007754,Plant_119,Vendor_894
MAT007755,Plant_137,Vendor_780
MAT007756,Plant_405,Vendor_185
MAT007757,Plant_19,Vendor_889
MAT007758,Plant_27,Vendor_802
MAT007759,Plant_524,Vendor_249
MAT007760,Plant_576,Vendor_249
MAT007761,Plant_522,Vendor_532
MAT007762,Plant_235,Vendor_565
MAT007763,Plant_171,Vendor_854
MAT007764,Plant_324,Vendor_340
MAT007765,Plant_668,Vendor_599
MAT007766,Plant_405,Vendor_996
MAT007767,Plant_571,Vendor_3
MAT007768,Plant_391,Vendor_427
MAT007769,Plant_42,Vendor_817
MAT007770,Plant_728,Vendor_93
MAT007771,Plant_152,Vendor_241
MAT007772,Plant_317,Vendor_901
MAT007773,Plant_51,Vendor_779
MAT007774,Plant_795,Vendor_978
MAT007775,Plant_485,Vendor_432
MAT007776,Plant_395,Vendor_17
MAT007777,Plant_358,Vendor_458
MAT007778,Plant_507,Vendor_561
MAT007779,Plant_355,Vendor_729
MAT007780,Plant_168,Vendor_423
MAT007781,Plant_23,Vendor_46
MAT007782,Plant_10,Vendor_505
MAT007783,Plant_573,Vendor_786
MAT007784,Plant_212,Vendor_68
MAT007785,Plant_166,Vendor_155
MAT007786,Plant_474,Vendor_725
MAT007787,Plant_496,Vendor_255
MAT007788,Plant_15,Vendor_76
MAT007789,Plant_21,Vendor_308
MAT007790,Plant_297,Vendor_695
MAT007791,Plant_770,Vendor_735
MAT007792,Plant_385,Vendor_904
MAT007793,Plant_771,Vendor_104
MAT007794,Plant_35,Vendor_586
MAT007795,Plant_444,Vendor_751
MAT007796,Plant_281,Vendor_810
MAT007797,Plant_768,Vendor_824
MAT007798,Plant_443,Vendor_806
MAT007799,Plant_192,Vendor_804
MAT007800,Plant_763,Vendor_559
MAT007801,Plant_561,Vendor_159
MAT007802,Plant_550,Vendor_445
MAT007803,Plant_583,Vendor_510
MAT007804,Plant_685,Vendor_503
MAT007805,Plant_734,Vendor_270
MAT007806,Plant_514,Vendor_945
MAT007807,Plant_44,Vendor_125
MAT007808,Plant_664,Vendor_161
MAT007809,Plant_249,Vendor_331
MAT007810,Plant_523,Vendor_241
MAT007811,Plant_440,Vendor_211
MAT007812,Plant_624,Vendor_877
MAT007813,Plant_458,Vendor_943
MAT007814,Plant_320,Vendor_484
MAT007815,Plant_453,Vendor_87
MAT007816,Plant_722,Vendor_357
MAT007817,Plant_239,Vendor_315
MAT007818,Plant_290,Vendor_810
MAT007819,Plant_213,Vendor_139
MAT007820,Plant_699,Vendor_301
MAT007821,Plant_478,Vendor_10
MAT007822,Plant_54,Vendor_506
MAT007823,Plant_717,Vendor_857
MAT007824,Plant_70,Vendor_483
MAT007825,Plant_267,Vendor_35
MAT007826,Plant_271,Vendor_688
MAT007827,Plant_722,Vendor_867
MAT007828,Plant_323,Vendor_488
MAT007829,Plant_661,Vendor_893
MAT007830,Plant_673,Vendor_591
MAT007831,Plant_228,Vendor_609
MAT007832,Plant_259,Vendor_46
MAT007833,Plant_586,Vendor_738
MAT007834,Plant_38,Vendor_295
MAT007835,Plant_393,Vendor_201
MAT007836,Plant_351,Vendor_339
MAT007837,Plant_440,Vendor_375
MAT007838,Plant_786,Vendor_576
MAT007839,Plant_709,Vendor_932
MAT007840,Plant_76,Vendor_801
MAT007841,Plant_463,Vendor_786
MAT007842,Plant_333,Vendor_444
MAT007843,Plant_71,Vendor_937
MAT007844,Plant_743,Vendor_899
MAT007845,Plant_70,Vendor_496
MAT007846,Plant_64,Vendor_435
MAT007847,Plant_656,Vendor_479
MAT007848,Plant_788,Vendor_849
MAT007849,Plant_713,Vendor_611
MAT007850,Plant_708,Vendor_585
MAT007851,Plant_39,Vendor_391
MAT007852,Plant_429,Vendor_805
MAT007853,Plant_560,Vendor_243
MAT007854,Plant_141,Vendor_30
MAT007855,Plant_420,Vendor_367
MAT007856,Plant_384,Vendor_545
MAT007857,Plant_632,Vendor_138
MAT007858,Plant_78,Vendor_873
MAT007859,Plant_677,Vendor_77
MAT007860,Plant_724,Vendor_626
MAT007861,Plant_411,Vendor_40
MAT007862,Plant_512,Vendor_64
MAT007863,Plant_548,Vendor_533
MAT007864,Plant_134,Vendor_661
MAT007865,Plant_20,Vendor_947
MAT007866,Plant_28,Vendor_441
MAT007867,Plant_551,Vendor_503
MAT007868,Plant_184,Vendor_654
MAT007869,Plant_274,Vendor_501
MAT007870,Plant_446,Vendor_756
MAT007871,Plant_251,Vendor_821
MAT007872,Plant_741,Vendor_730
MAT007873,Plant_203,Vendor_987
MAT007874,Plant_15,Vendor_881
MAT007875,Plant_19,Vendor_635
MAT007876,Plant_466,Vendor_388
MAT007877,Plant_39,Vendor_169
MAT007878,Plant_213,Vendor_672
MAT007879,Plant_263,Vendor_141
MAT007880,Plant_305,Vendor_2
MAT007881,Plant_374,Vendor_347
MAT007882,Plant_324,Vendor_701
MAT007883,Plant_518,Vendor_282
MAT007884,Plant_530,Vendor_78
MAT007885,Plant_261,Vendor_572
MAT007886,Plant_724,Vendor_335
MAT007887,Plant_375,Vendor_999
MAT007888,Plant_426,Vendor_363
MAT007889,Plant_747,Vendor_198
MAT007890,Plant_534,Vendor_862
MAT007891,Plant_152,Vendor_931
MAT007892,Plant_442,Vendor_399
MAT007893,Plant_167,Vendor_286
MAT007894,Plant_144,Vendor_369
MAT007895,Plant_662,Vendor_392
MAT007896,Plant_31,Vendor_611
MAT007897,Plant_233,Vendor_931
MAT007898,Plant_190,Vendor_38
MAT007899,Plant_371,Vendor_863
MAT007900,Plant_525,Vendor_859
MAT007901,Plant_169,Vendor_879
MAT007902,Plant_94,Vendor_604
MAT007903,Plant_194,Vendor_556
MAT007904,Plant_25,Vendor_147
MAT007905,Plant_642,Vendor_543
MAT007906,Plant_188,Vendor_282
MAT007907,Plant_684,Vendor_808
MAT007908,Plant_267,Vendor_807
MAT007909,Plant_481,Vendor_669
MAT007910,Plant_9,Vendor_352
MAT007911,Plant_643,Vendor_111
MAT007912,Plant_355,Vendor_130
MAT007913,Plant_686,Vendor_727
MAT007914,Plant_706,Vendor_649
MAT007915,Plant_415,Vendor_280
MAT007916,Plant_626,Vendor_328
MAT007917,Plant_126,Vendor_799
MAT007918,Plant_287,Vendor_859
MAT007919,Plant_757,Vendor_661
MAT007920,Plant_424,Vendor_244
MAT007921,Plant_520,Vendor_253
MAT007922,Plant_15,Vendor_805
MAT007923,Plant_38,Vendor_891
MAT007924,Plant_687,Vendor_36
MAT007925,Plant_280,Vendor_727
MAT007926,Plant_773,Vendor_684
MAT007927,Plant_174,Vendor_743
MAT007928,Plant_574,Vendor_375
MAT007929,Plant_134,Vendor_478
MAT007930,Plant_684,Vendor_240
MAT007931,Plant_325,Vendor_538
MAT007932,Plant_499,Vendor_106
MAT007933,Plant_535,Vendor_9
MAT007934,Plant_267,Vendor_860
MAT007935,Plant_641,Vendor_363
MAT007936,Plant_450,Vendor_721
MAT007937,Plant_227,Vendor_572
MAT007938,Plant_545,Vendor_801
MAT007939,Plant_644,Vendor_997
MAT007940,Plant_178,Vendor_355
MAT007941,Plant_49,Vendor_313
MAT007942,Plant_152,Vendor_128
MAT007943,Plant_249,Vendor_923
MAT007944,Plant_734,Vendor_314
MAT007945,Plant_103,Vendor_649
MAT007946,Plant_257,Vendor_462
MAT007947,Plant_500,Vendor_529
MAT007948,Plant_53,Vendor_47
MAT007949,Plant_655,Vendor_370
MAT007950,Plant_633,Vendor_693
MAT007951,Plant_528,Vendor_885
MAT007952,Plant_673,Vendor_364
MAT007953,Plant_163,Vendor_220
MAT007954,Plant_611,Vendor_741
MAT007955,Plant_544,Vendor_54
MAT007956,Plant_50,Vendor_163
MAT007957,Plant_246,Vendor_960
MAT007958,Plant_551,Vendor_988
MAT007959,Plant_567,Vendor_962
MAT007960,Plant_664,Vendor_168
MAT007961,Plant_446,Vendor_335
MAT007962,Plant_95,Vendor_568
MAT007963,Plant_225,Vendor_794
MAT007964,Plant_767,Vendor_27
MAT007965,Plant_390,Vendor_631
MAT007966,Plant_132,Vendor_829
MAT007967,Plant_697,Vendor_590
MAT007968,Plant_445,Vendor_926
MAT007969,Plant_587,Vendor_771
MAT007970,Plant_659,Vendor_273
MAT007971,Plant_603,Vendor_267
MAT007972,Plant_639,Vendor_831
MAT007973,Plant_478,Vendor_904
MAT007974,Plant_30,Vendor_697
MAT007975,Plant_242,Vendor_284
MAT007976,Plant_714,Vendor_379
MAT007977,Plant_645,Vendor_387
MAT007978,Plant_486,Vendor_856
MAT007979,Plant_22,Vendor_579
MAT007980,Plant_245,Vendor_405
MAT007981,Plant_594,Vendor_673
MAT007982,Plant_45,Vendor_705
MAT007983,Plant_34,Vendor_431
MAT007984,Plant_169,Vendor_148
MAT007985,Plant_566,Vendor_664
MAT007986,Plant_36,Vendor_848
MAT007987,Plant_788,Vendor_485
MAT007988,Plant_482,Vendor_506
MAT007989,Plant_573,Vendor_69
MAT007990,Plant_523,Vendor_149
MAT007991,Plant_237,Vendor_528
MAT007992,Plant_214,Vendor_446
MAT007993,Plant_705,Vendor_413
MAT007994,Plant_676,Vendor_214
MAT007995,Plant_261,Vendor_475
MAT007996,Plant_787,Vendor_945
MAT007997,Plant_713,Vendor_306
MAT007998,Plant_739,Vendor_838
MAT007999,Plant_783,Vendor_823
MAT008000,Plant_431,Vendor_278
MAT008001,Plant_671,Vendor_418
MAT008002,Plant_593,Vendor_821
MAT008003,Plant_688,Vendor_590
MAT008004,Plant_601,Vendor_640
MAT008005,Plant_477,Vendor_807
